Blog_160886-12595823.10	Blog_160886-12595823.10.14	go down into NT PH	why is 11 a KoP?			
Eupa_00-01-17.624	Eupa_00-01-17.624.6					
Eupa_00-01-17.626	Eupa_00-01-17.626.16					
Eupa_00-01-17.627	Eupa_00-01-17.627.3					
Eupa_00-01-17.630	Eupa_00-01-17.630.17					
Eupa_00-01-17.632	Eupa_00-01-17.632.18					
Eupa_00-01-17.633	Eupa_00-01-17.633.4					
Eupa_00-01-17.639	Eupa_00-01-17.639.10					
Eupa_00-01-17.640	Eupa_00-01-17.640.45					
Eupa_00-01-17.644	Eupa_00-01-17.644.4					
Eupa_00-01-17.645	Eupa_00-01-17.645.11					
Eupa_00-01-17.662	Eupa_00-01-17.662.nt.20					
Eupa_00-01-17.663	Eupa_00-01-17.663.10					
Eupa_00-01-17.666	Eupa_00-01-17.666.19					
Eupa_00-01-17.675	Eupa_00-01-17.675.23					
Eupa_00-01-17.695	Eupa_00-01-17.695.nt.46					
Eupa_00-01-17.695	Eupa_00-01-17.695.53					
Eupa_00-01-17.695	Eupa_00-01-17.695.7					
Eupa_00-01-17.698	Eupa_00-01-17.698.34					
Eupa_00-01-17.700	Eupa_00-01-17.700.29					
Eupa_00-01-17.705	Eupa_00-01-17.705.10					
Eupa_00-01-17.706	Eupa_00-01-17.706.21					
Eupa_00-01-17.706	Eupa_00-01-17.706.10					
Eupa_00-01-17.706	Eupa_00-01-17.706.11					
Eupa_00-01-17.707	Eupa_00-01-17.707.9					
Eupa_00-01-17.708	Eupa_00-01-17.708.15					
Eupa_00-01-17.708	Eupa_00-01-17.708.14					
Eupa_00-01-17.708	Eupa_00-01-17.708.31					
Eupa_00-01-17.708	Eupa_00-01-17.708.29					
Eupa_00-01-17.708	Eupa_00-01-17.708.27					
Eupa_00-01-17.709	Eupa_00-01-17.709.6					
Eupa_00-01-17.709	Eupa_00-01-17.709.17					
Eupa_00-01-17.710	Eupa_00-01-17.710.7					
Eupa_00-01-17.710	Eupa_00-01-17.710.2					
Eupa_00-01-17.710	Eupa_00-01-17.710.6					
Eupa_00-01-17.713	Eupa_00-01-17.713.5					
Eupa_00-01-17.714	Eupa_00-01-17.714.13					
Eupa_00-01-17.714	Eupa_00-01-17.714.12					
Eupa_00-01-17.714	Eupa_00-01-17.714.24					
Eupa_00-01-17.714	Eupa_00-01-17.714.23					
Eupa_00-01-17.716	Eupa_00-01-17.716.21					
Eupa_00-01-17.716	Eupa_00-01-17.716.15					
Eupa_00-01-17.717	Eupa_00-01-17.717.23					
Eupa_00-01-17.717	Eupa_00-01-17.717.14					
Eupa_00-01-17.720	Eupa_00-01-17.720.20					
Eupa_00-01-17.720	Eupa_00-01-17.720.27					
Eupa_00-01-17.722	Eupa_00-01-17.722.5					
Eupa_00-01-17.723	Eupa_00-01-17.723.22					
Eupa_00-01-17.724	Eupa_00-01-17.724.4					
Eupa_00-01-17.726	Eupa_00-01-17.726.26					
Eupa_00-01-17.727	Eupa_00-01-17.727.8					
Eupa_00-01-17.731	Eupa_00-01-17.731.17					
Eupa_00-01-17.731	Eupa_00-01-17.731.2					
Eupa_00-01-17.732	Eupa_00-01-17.732.11					
Eupa_00-01-17.733	Eupa_00-01-17.733.2					
Eupa_00-01-17.737	Eupa_00-01-17.737.2					
Eupa_00-01-17.740	Eupa_00-01-17.740.3					
Eupa_00-01-17.744	Eupa_00-01-17.744.11					
Eupa_00-01-17.744	Eupa_00-01-17.744.10					
Eupa_00-01-17.746	Eupa_00-01-17.746.4					
Eupa_00-01-17.747	Eupa_00-01-17.747.29					
Eupa_00-01-17.750	Eupa_00-01-17.750.5					
Eupa_00-01-17.754	Eupa_00-01-17.754.13					
Eupa_00-01-17.756	Eupa_00-01-17.756.11					
Eupa_00-01-17.756	Eupa_00-01-17.756.nt.55					
Eupa_00-01-17.766	Eupa_00-01-17.766.nt.7					
Eupa_00-01-17.767	Eupa_00-01-17.767.16					
Eupa_00-01-17.769	Eupa_00-01-17.769.1					
Eupa_00-01-17.790	Eupa_00-01-17.790.17					
Eupa_00-01-17.793	Eupa_00-01-17.793.6					
Eupa_00-01-17.796	Eupa_00-01-17.796.32					
Eupa_00-01-17.796	Eupa_00-01-17.796.28					
Eupa_00-01-17.798	Eupa_00-01-17.798.28					
Eupa_00-01-17.801	Eupa_00-01-17.801.20					
Eupa_00-01-17.803	Eupa_00-01-17.803.9					
Eupa_00-01-17.803	Eupa_00-01-17.803.2					
Eupa_00-01-17.803	Eupa_00-01-17.803.3					
Eupa_00-01-17.804	Eupa_00-01-17.804.24					
Arbt_Fackfientlig.1	Arbt_Fackfientlig.1.nt.3		SB+OA, promote OA	4		
Arbt_Fackfientlig.2	Arbt_Fackfientlig.2.nt.3			definitively another case of 3		
Arbt_Fackfientlig.3	Arbt_Fackfientlig.3.nt.14		SB+MD, promote MD	4		
Arbt_Fackfientlig.3	Arbt_Fackfientlig.3.nt.12					
Arbt_Fackfientlig.7	Arbt_Fackfientlig.7.nt.12					
Arbt_Fackfientlig.7	Arbt_Fackfientlig.7.nt.5					
Regr_254764.16	Regr_254764.16.4					
Arbt_Polisjakt.2	Arbt_Polisjakt.2.nt.9					
Arbt_Polisjakt.12	Arbt_Polisjakt.12.nt.4					
Arbt_Polisjakt.13	Arbt_Polisjakt.13.nt.7					
Arbt_Polisjakt.14	Arbt_Polisjakt.14.nt.12					
Arbt_Polisjakt.14	Arbt_Polisjakt.14.nt.9					
Arbt_Polisjakt.15	Arbt_Polisjakt.15.nt.14					
Arbt_Polisjakt.18	Arbt_Polisjakt.18.nt.4					
Arbt_Polisjakt.24	Arbt_Polisjakt.24.nt.12					
Arbt_Polisjakt.27	Arbt_Polisjakt.27.nt.12					
Digi_2014-08.16	Digi_2014-08.16.3					
Digi_2014-08.20	Digi_2014-08.20.6					
Arbt_Hardkritik.10	Arbt_Hardkritik.10.nt.3					
Arbt_Hardkritik.13	Arbt_Hardkritik.13.nt.5					
Arbt_Hardkritik.22	Arbt_Hardkritik.22.nt.19					
Arbt_Hardkritik.23	Arbt_Hardkritik.23.nt.8					
Arbt_Hardkritik.23	Arbt_Hardkritik.23.nt.6					
Arbt_Hardkritik.28	Arbt_Hardkritik.28.nt.4					
Arbt_Hardkritik.30	Arbt_Hardkritik.30.nt.4					
Arbt_Vrede.3	Arbt_Vrede.3.nt.7					
Arbt_Vrede.5	Arbt_Vrede.5.nt.8					
Arbt_Vrede.13	Arbt_Vrede.13.nt.17					
Arbt_Vrede.15	Arbt_Vrede.15.nt.7					
Arbt_Vrede.16	Arbt_Vrede.16.nt.16					
Arbt_Vrede.16	Arbt_Vrede.16.nt.10					
Regr_255053.5	Regr_255053.5.10					
Regr_255053.9	Regr_255053.9.5					
Regr_255053.10	Regr_255053.10.16					
Regr_255053.23	Regr_255053.23.10					
Regr_255268.3	Regr_255268.3.2					
Regr_255268.16	Regr_255268.16.3					
Regr_255268.16	Regr_255268.16.2					
Regr_255268.17	Regr_255268.17.8					
Regr_255268.19	Regr_255268.19.2					
Regr_255022.11	Regr_255022.11.18					
Regr_255022.20	Regr_255022.20.25					
Arbt_Folkomrostningen.2	Arbt_Folkomrostningen.2.nt.9					
Arbt_Folkomrostningen.8	Arbt_Folkomrostningen.8.nt.16					
Arbt_Folkomrostningen.21	Arbt_Folkomrostningen.21.nt.9					
Arbt_Folkomrostningen.21	Arbt_Folkomrostningen.21.nt.1					
Regr_255856.1	Regr_255856.1.nt.8					
Arbt_Ariel.4	Arbt_Ariel.4.nt.10					
Arbt_Ariel.7	Arbt_Ariel.7.nt.9					
Arbt_Ariel.8	Arbt_Ariel.8.nt.22					
Arbt_Ariel.8	Arbt_Ariel.8.nt.15					
Arbt_Ariel.11	Arbt_Ariel.11.nt.4					
Arbt_Ariel.12	Arbt_Ariel.12.nt.10					
Arbt_Ariel.12	Arbt_Ariel.12.nt.3					
Arbt_Ariel.19	Arbt_Ariel.19.6					
Arbt_Ariel.19	Arbt_Ariel.19.nt.1					
Arbt_Ariel.19	Arbt_Ariel.19.5					
Arbt_Ariel.19	Arbt_Ariel.19.4					
Arbt_Ariel.20	Arbt_Ariel.20.nt.3					
Arbt_Ariel.22	Arbt_Ariel.22.nt.7					
Arbt_Ariel.28	Arbt_Ariel.28.nt.14					
Arbt_Ariel.33	Arbt_Ariel.33.nt.12					
Arbt_Ariel.37	Arbt_Ariel.37.nt.2					
Arbt_Ariel.38	Arbt_Ariel.38.nt.7					
Arbt_Ariel.38	Arbt_Ariel.38.nt.5					
Arbt_Ariel.40	Arbt_Ariel.40.nt.9					
Arbt_Ariel.41	Arbt_Ariel.41.nt.19					
Arbt_Ariel.47	Arbt_Ariel.47.nt.6					
Arbt_Ariel.53	Arbt_Ariel.53.nt.6					
Digi_2015-02.13	Digi_2015-02.13.4					
Digi_2015-02.18	Digi_2015-02.18.7					
Digi_2015-02.24	Digi_2015-02.24.20					
Arbt_Kraftigaprotester.8	Arbt_Kraftigaprotester.8.nt.10					
Arbt_Kraftigaprotester.8	Arbt_Kraftigaprotester.8.nt.6					
Arbt_Kraftigaprotester.12	Arbt_Kraftigaprotester.12.nt.11					
Arbt_Kraftigaprotester.19	Arbt_Kraftigaprotester.19.11					
Arbt_Kraftigaprotester.22	Arbt_Kraftigaprotester.22.nt.11					
Arbt_Kraftigaprotester.22	Arbt_Kraftigaprotester.22.nt.6					
Arbt_Kraftigaprotester.23	Arbt_Kraftigaprotester.23.nt.11					
Arbt_Kraftigaprotester.25	Arbt_Kraftigaprotester.25.nt.14					
Arbt_Kraftigaprotester.25	Arbt_Kraftigaprotester.25.nt.16					
Arbt_Kraftigaprotester.31	Arbt_Kraftigaprotester.31.nt.10					
Arbt_Kraftigaprotester.33	Arbt_Kraftigaprotester.33.nt.6					
Arbt_Kraftigaprotester.34	Arbt_Kraftigaprotester.34.nt.10					
Arbt_Kraftigaprotester.34	Arbt_Kraftigaprotester.34.nt.4					
Regr_255926.5	Regr_255926.5.15					
Regr_255926.5	Regr_255926.5.13					
Regr_255926.20	Regr_255926.20.14					
Regr_255655.6	Regr_255655.6.15					
Regr_255954.2	Regr_255954.2.1					
Digi_2014-05.4	Digi_2014-05.4.12					
Digi_2014-05.4	Digi_2014-05.4.9					
Digi_2014-05.5	Digi_2014-05.5.18					
Digi_2014-05.5	Digi_2014-05.5.13					
Digi_2014-05.6	Digi_2014-05.6.14					
Digi_2014-05.8	Digi_2014-05.8.12					
Digi_2014-05.22	Digi_2014-05.22.7					
Digi_2014-05.26	Digi_2014-05.26.28					
Digi_2014-05.32	Digi_2014-05.32.3					
Digi_2014-05.34	Digi_2014-05.34.2					
Digi_2014-05.53	Digi_2014-05.53.8					
Arbt_Flervarsel.3	Arbt_Flervarsel.3.nt.5					
Arbt_Flervarsel.6	Arbt_Flervarsel.6.nt.6					
Arbt_Vardbolag.2	Arbt_Vardbolag.2.nt.13					
Arbt_Vardbolag.5	Arbt_Vardbolag.5.nt.18					
Arbt_Vardbolag.6	Arbt_Vardbolag.6.nt.13					
Arbt_Vardbolag.7	Arbt_Vardbolag.7.nt.11					
Arbt_Vardbolag.8	Arbt_Vardbolag.8.nt.9					
Arbt_Vardbolag.8	Arbt_Vardbolag.8.nt.6					
Arbt_Vardbolag.12	Arbt_Vardbolag.12.nt.21					
Arbt_Vardbolag.17	Arbt_Vardbolag.17.nt.22					
Arbt_Vardbolag.17	Arbt_Vardbolag.17.nt.18					
Regr_255284.17	Regr_255284.17.2					
Arbt_Spekulationer.3	Arbt_Spekulationer.3.nt.28					
Arbt_Spekulationer.3	Arbt_Spekulationer.3.nt.18					
Arbt_Spekulationer.10	Arbt_Spekulationer.10.nt.22					
Arbt_Spekulationer.12	Arbt_Spekulationer.12.nt.3					
Arbt_Spekulationer.12	Arbt_Spekulationer.12.nt.33					
Arbt_Spekulationer.14	Arbt_Spekulationer.14.nt.9					
Arbt_Spekulationer.17	Arbt_Spekulationer.17.nt.17					
Arbt_Spekulationer.18	Arbt_Spekulationer.18.nt.10					
Arbt_Spekulationer.21	Arbt_Spekulationer.21.nt.16					
Arbt_Rwanda.6	Arbt_Rwanda.6.nt.8					
Arbt_Rwanda.7	Arbt_Rwanda.7.nt.9					
Arbt_Rwanda.7	Arbt_Rwanda.7.nt.3					
Arbt_Rwanda.8	Arbt_Rwanda.8.nt.3					
Arbt_Rwanda.13	Arbt_Rwanda.13.nt.4					
Arbt_Rwanda.14	Arbt_Rwanda.14.nt.20					
Arbt_Rwanda.18	Arbt_Rwanda.18.nt.2					
Regr_255175.4	Regr_255175.4.22					
Regr_255175.4	Regr_255175.4.16					
Regr_255175.12	Regr_255175.12.8					
Regr_255670.6	Regr_255670.6.2					
Regr_255670.15	Regr_255670.15.17					
Regr_255670.15	Regr_255670.15.8					
Regr_255656.3	Regr_255656.3.4					
Regr_255656.9	Regr_255656.9.14					
Regr_255656.15	Regr_255656.15.33					
Arbt_Vansterpartiets.8	Arbt_Vansterpartiets.8.nt.11					
Arbt_Vansterpartiets.8	Arbt_Vansterpartiets.8.nt.7					
Arbt_Vansterpartiets.9	Arbt_Vansterpartiets.9.nt.5					
Arbt_Vansterpartiets.11	Arbt_Vansterpartiets.11.nt.15					
Arbt_Vansterpartiets.14	Arbt_Vansterpartiets.14.nt.5					
Arbt_Vansterpartiets.19	Arbt_Vansterpartiets.19.nt.11					
Arbt_Vansterpartiets.20	Arbt_Vansterpartiets.20.nt.4					
Arbt_Vansterpartiets.21	Arbt_Vansterpartiets.21.nt.10					
Arbt_Vansterpartiets.21	Arbt_Vansterpartiets.21.nt.6					
Arbt_Vansterpartiets.23	Arbt_Vansterpartiets.23.nt.1					
Arbt_Vansterpartiets.27	Arbt_Vansterpartiets.27.nt.3					
Arbt_Vansterpartiets.31	Arbt_Vansterpartiets.31.nt.6					
Arbt_Vansterpartiets.36	Arbt_Vansterpartiets.36.nt.3					
Regr_255193.3	Regr_255193.3.16					
Regr_255193.3	Regr_255193.3.21					
Regr_255193.8	Regr_255193.8.13					
Regr_255193.8	Regr_255193.8.4					
Regr_255706.1	Regr_255706.1.4					
Regr_255706.3	Regr_255706.3.14					
Regr_255706.7	Regr_255706.7.1					
Regr_255706.18	Regr_255706.18.6					
Regr_255706.18	Regr_255706.18.5					
Regr_255706.24	Regr_255706.24.9					
Digi_2014-11.8	Digi_2014-11.8.2					
Digi_2014-11.16	Digi_2014-11.16.4					
Digi_2014-11.20	Digi_2014-11.20.9					
Digi_2014-11.26	Digi_2014-11.26.9					
Digi_2014-11.29	Digi_2014-11.29.3					
Regr_255346.1	Regr_255346.1.3					
Regr_255346.9	Regr_255346.9.10					
Regr_255346.9	Regr_255346.9.8					
Regr_255855.7	Regr_255855.7.5					
Regr_255855.11	Regr_255855.11.11					
Regr_254981.2	Regr_254981.2.22					
Regr_254981.4	Regr_254981.4.3					
Regr_254981.13	Regr_254981.13.16					
Regr_254842.20	Regr_254842.20.10					
Arbt_Smutsigvalkampanj.6	Arbt_Smutsigvalkampanj.6.nt.13					
Arbt_Smutsigvalkampanj.8	Arbt_Smutsigvalkampanj.8.nt.8					
Arbt_Smutsigvalkampanj.10	Arbt_Smutsigvalkampanj.10.nt.16					
Arbt_Smutsigvalkampanj.10	Arbt_Smutsigvalkampanj.10.nt.15					
Arbt_Smutsigvalkampanj.13	Arbt_Smutsigvalkampanj.13.nt.2					
Arbt_Smutsigvalkampanj.14	Arbt_Smutsigvalkampanj.14.nt.17					
Arbt_Smutsigvalkampanj.18	Arbt_Smutsigvalkampanj.18.nt.14					
Arbt_Smutsigvalkampanj.20	Arbt_Smutsigvalkampanj.20.nt.5					
Arbt_Smutsigvalkampanj.29	Arbt_Smutsigvalkampanj.29.nt.14					
Arbt_Smutsigvalkampanj.30	Arbt_Smutsigvalkampanj.30.nt.1					
Arbt_Smutsigvalkampanj.31	Arbt_Smutsigvalkampanj.31.nt.2					
Arbt_Olagligjakt.7	Arbt_Olagligjakt.7.nt.20					
Arbt_Olagligjakt.10	Arbt_Olagligjakt.10.nt.9					
Arbt_Olagligjakt.11	Arbt_Olagligjakt.11.nt.11					
Arbt_Olagligjakt.12	Arbt_Olagligjakt.12.nt.7					
Arbt_Olagligjakt.18	Arbt_Olagligjakt.18.nt.10					
Arbt_Olagligjakt.20	Arbt_Olagligjakt.20.nt.16					
Arbt_Olagligjakt.20	Arbt_Olagligjakt.20.nt.6					
Arbt_Olagligjakt.22	Arbt_Olagligjakt.22.nt.14					
Arbt_Olagligjakt.22	Arbt_Olagligjakt.22.nt.12					
Arbt_Olagligjakt.22	Arbt_Olagligjakt.22.nt.2					
Arbt_Olagligjakt.24	Arbt_Olagligjakt.24.nt.3					
Arbt_Olagligjakt.28	Arbt_Olagligjakt.28.nt.15					
Arbt_Olagligjakt.30	Arbt_Olagligjakt.30.nt.18					
Arbt_Iandrahand.3	Arbt_Iandrahand.3.nt.9					
Arbt_Iandrahand.6	Arbt_Iandrahand.6.nt.13					
Arbt_Iandrahand.6	Arbt_Iandrahand.6.nt.9					
Arbt_Iandrahand.6	Arbt_Iandrahand.6.nt.7					
Arbt_Iandrahand.9	Arbt_Iandrahand.9.nt.11					
Arbt_Iandrahand.10	Arbt_Iandrahand.10.nt.12					
Arbt_Iandrahand.15	Arbt_Iandrahand.15.nt.23					
Arbt_Iandrahand.21	Arbt_Iandrahand.21.nt.8					
Arbt_Iandrahand.26	Arbt_Iandrahand.26.nt.10					
Arbt_Hokarangenbor.3	Arbt_Hokarangenbor.3.nt.10					
Arbt_Hokarangenbor.3	Arbt_Hokarangenbor.3.nt.4					
Arbt_Hokarangenbor.12	Arbt_Hokarangenbor.12.nt.4					
Arbt_Hokarangenbor.13	Arbt_Hokarangenbor.13.nt.3					
Arbt_Hokarangenbor.14	Arbt_Hokarangenbor.14.nt.3					
Arbt_Hokarangenbor.16	Arbt_Hokarangenbor.16.nt.10					
Regr_255701.4	Regr_255701.4.2					
Regr_255701.12	Regr_255701.12.19					
Regr_254797.6	Regr_254797.6.16					
Regr_254797.17	Regr_254797.17.6					
Regr_254797.17	Regr_254797.17.12					
Regr_254797.17	Regr_254797.17.5					
Regr_255566.10	Regr_255566.10.6					
Regr_255566.10	Regr_255566.10.3					
Arbt_Barnen.3	Arbt_Barnen.3.nt.15					
Arbt_Barnen.3	Arbt_Barnen.3.nt.10					
Arbt_Barnen.3	Arbt_Barnen.3.nt.4					
Arbt_Barnen.6	Arbt_Barnen.6.14					
Arbt_Barnen.6	Arbt_Barnen.6.nt.17					
Arbt_Barnen.9	Arbt_Barnen.9.nt.4					
Arbt_Barnen.16	Arbt_Barnen.16.nt.8					
Arbt_Barnen.16	Arbt_Barnen.16.nt.5					
Arbt_Barnen.18	Arbt_Barnen.18.nt.14					
Arbt_Barnen.18	Arbt_Barnen.18.nt.16					
Arbt_Barnen.18	Arbt_Barnen.18.nt.11					
Arbt_Riskerna.4	Arbt_Riskerna.4.nt.16					
Arbt_Riskerna.4	Arbt_Riskerna.4.nt.4					
Arbt_Riskerna.6	Arbt_Riskerna.6.nt.12					
Arbt_Riskerna.11	Arbt_Riskerna.11.nt.1					
Arbt_Riskerna.15	Arbt_Riskerna.15.nt.6					
Arbt_Riskerna.20	Arbt_Riskerna.20.nt.7					
Romn_Lundqvist-Ingentobak.20	Romn_Lundqvist-Ingentobak.20.2					
Romn_Lundqvist-Ingentobak.22	Romn_Lundqvist-Ingentobak.22.26					
Romn_Lundqvist-Ingentobak.24	Romn_Lundqvist-Ingentobak.24.16					
Romn_Lundqvist-Ingentobak.26	Romn_Lundqvist-Ingentobak.26.19					
Romn_Lundqvist-Ingentobak.39	Romn_Lundqvist-Ingentobak.39.9					
Romn_Lundqvist-Ingentobak.43	Romn_Lundqvist-Ingentobak.43.3					
Romn_Lundqvist-Ingentobak.45	Romn_Lundqvist-Ingentobak.45.16					
Romn_Lundqvist-Ingentobak.45	Romn_Lundqvist-Ingentobak.45.2					
Romn_Lundqvist-Ingentobak.47	Romn_Lundqvist-Ingentobak.47.7					
Romn_Lundqvist-Ingentobak.47	Romn_Lundqvist-Ingentobak.47.8					
Romn_Lundqvist-Ingentobak.53	Romn_Lundqvist-Ingentobak.53.9					
Romn_Lundqvist-Ingentobak.60	Romn_Lundqvist-Ingentobak.60.10					
Romn_Lundqvist-Ingentobak.65	Romn_Lundqvist-Ingentobak.65.12					
Romn_Lundqvist-Ingentobak.65	Romn_Lundqvist-Ingentobak.65.13					
Romn_Lundqvist-Ingentobak.65	Romn_Lundqvist-Ingentobak.65.16					
Romn_Lundqvist-Ingentobak.65	Romn_Lundqvist-Ingentobak.65.11					
Romn_Lundqvist-Ingentobak.70	Romn_Lundqvist-Ingentobak.70.nt.7					
Romn_Lundqvist-Ingentobak.75	Romn_Lundqvist-Ingentobak.75.16					
Romn_Lundqvist-Ingentobak.75	Romn_Lundqvist-Ingentobak.75.17					
Romn_Lundqvist-Ingentobak.82	Romn_Lundqvist-Ingentobak.82.12					
Romn_Lundqvist-Ingentobak.82	Romn_Lundqvist-Ingentobak.82.9					
Romn_Lundqvist-Ingentobak.88	Romn_Lundqvist-Ingentobak.88.10					
Romn_Lundqvist-Ingentobak.96	Romn_Lundqvist-Ingentobak.96.13					
Romn_Lundqvist-Ingentobak.104	Romn_Lundqvist-Ingentobak.104.2					
Romn_Lundqvist-Ingentobak.113	Romn_Lundqvist-Ingentobak.113.35					
Romn_Lundqvist-Ingentobak.113	Romn_Lundqvist-Ingentobak.113.24					
Romn_Lundqvist-Ingentobak.113	Romn_Lundqvist-Ingentobak.113.26					
Romn_Lundqvist-Ingentobak.113	Romn_Lundqvist-Ingentobak.113.28					
Romn_Lundqvist-Ingentobak.123	Romn_Lundqvist-Ingentobak.123.6					
Romn_Lundqvist-Ingentobak.135	Romn_Lundqvist-Ingentobak.135.5					
Romn_Lundqvist-Ingentobak.141	Romn_Lundqvist-Ingentobak.141.4					
Romn_Lundqvist-Ingentobak.167	Romn_Lundqvist-Ingentobak.167.24					
Romn_Lundqvist-Ingentobak.167	Romn_Lundqvist-Ingentobak.167.18					
Romn_Lundqvist-Ingentobak.170	Romn_Lundqvist-Ingentobak.170.8					
Romn_Lundqvist-Ingentobak.182	Romn_Lundqvist-Ingentobak.182.15					
Romn_Lundqvist-Ingentobak.184	Romn_Lundqvist-Ingentobak.184.2					
Romn_Lundqvist-Ingentobak.199	Romn_Lundqvist-Ingentobak.199.4					
Romn_Lundqvist-Ingentobak.200	Romn_Lundqvist-Ingentobak.200.7					
Romn_Lundqvist-Ingentobak.210	Romn_Lundqvist-Ingentobak.210.2					
Romn_Lundqvist-Ingentobak.223	Romn_Lundqvist-Ingentobak.223.11					
Romn_Lundqvist-Ingentobak.227	Romn_Lundqvist-Ingentobak.227.6					
Romn_Lundqvist-Ingentobak.234	Romn_Lundqvist-Ingentobak.234.8					
Romn_Lundqvist-Ingentobak.295	Romn_Lundqvist-Ingentobak.295.13					
Romn_Lundqvist-Ingentobak.299	Romn_Lundqvist-Ingentobak.299.5					
Romn_Lundqvist-Ingentobak.299	Romn_Lundqvist-Ingentobak.299.7					
Romn_Lundqvist-Ingentobak.302	Romn_Lundqvist-Ingentobak.302.13					
Romn_Lundqvist-Ingentobak.304	Romn_Lundqvist-Ingentobak.304.4					
Romn_Lundqvist-Ingentobak.310	Romn_Lundqvist-Ingentobak.310.nt.9					
Romn_Lundqvist-Ingentobak.311	Romn_Lundqvist-Ingentobak.311.4					
Romn_Lundqvist-Ingentobak.338	Romn_Lundqvist-Ingentobak.338.2					
Romn_Lundqvist-Ingentobak.344	Romn_Lundqvist-Ingentobak.344.2					
Romn_Lundqvist-Ingentobak.356	Romn_Lundqvist-Ingentobak.356.17					
Romn_Lundqvist-Ingentobak.356	Romn_Lundqvist-Ingentobak.356.18					
Romn_Lundqvist-Ingentobak.358	Romn_Lundqvist-Ingentobak.358.26					
Romn_Lundqvist-Ingentobak.358	Romn_Lundqvist-Ingentobak.358.27					
Romn_Lundqvist-Ingentobak.358	Romn_Lundqvist-Ingentobak.358.23					
Romn_Lundqvist-Ingentobak.359	Romn_Lundqvist-Ingentobak.359.18					
Romn_Lundqvist-Ingentobak.362	Romn_Lundqvist-Ingentobak.362.11					
Romn_Lundqvist-Ingentobak.368	Romn_Lundqvist-Ingentobak.368.11					
Romn_Lundqvist-Ingentobak.375	Romn_Lundqvist-Ingentobak.375.9					
Romn_Lundqvist-Ingentobak.382	Romn_Lundqvist-Ingentobak.382.nt.12					
Romn_Lundqvist-Ingentobak.405	Romn_Lundqvist-Ingentobak.405.13					
Romn_Lundqvist-Ingentobak.405	Romn_Lundqvist-Ingentobak.405.9					
Romn_Lundqvist-Ingentobak.427	Romn_Lundqvist-Ingentobak.427.2					
Romn_Bjelvehammar-TageBengtsson.8	Romn_Bjelvehammar-TageBengtsson.8.3					
Romn_Bjelvehammar-TageBengtsson.12	Romn_Bjelvehammar-TageBengtsson.12.nt.8					
Romn_Bjelvehammar-TageBengtsson.28	Romn_Bjelvehammar-TageBengtsson.28.nt.9					
Romn_Bjelvehammar-TageBengtsson.29	Romn_Bjelvehammar-TageBengtsson.29.4					
Romn_Bjelvehammar-TageBengtsson.41	Romn_Bjelvehammar-TageBengtsson.41.18					
Romn_Bjelvehammar-TageBengtsson.42	Romn_Bjelvehammar-TageBengtsson.42.11					
Romn_Bjelvehammar-TageBengtsson.42	Romn_Bjelvehammar-TageBengtsson.42.7					
Romn_Bjelvehammar-TageBengtsson.46	Romn_Bjelvehammar-TageBengtsson.46.14					
Romn_Bjelvehammar-TageBengtsson.59	Romn_Bjelvehammar-TageBengtsson.59.nt.15					
Romn_Bjelvehammar-TageBengtsson.67	Romn_Bjelvehammar-TageBengtsson.67.17					
Romn_Bjelvehammar-TageBengtsson.70	Romn_Bjelvehammar-TageBengtsson.70.3					
Romn_Bjelvehammar-TageBengtsson.83	Romn_Bjelvehammar-TageBengtsson.83.11					
Romn_Bjelvehammar-TageBengtsson.101	Romn_Bjelvehammar-TageBengtsson.101.4					
Romn_Bjelvehammar-TageBengtsson.113	Romn_Bjelvehammar-TageBengtsson.113.11					
Romn_Bjelvehammar-TageBengtsson.114	Romn_Bjelvehammar-TageBengtsson.114.7					
Romn_Bjelvehammar-TageBengtsson.126	Romn_Bjelvehammar-TageBengtsson.126.13					
Romn_Bjelvehammar-TageBengtsson.150	Romn_Bjelvehammar-TageBengtsson.150.13					
Romn_Bjelvehammar-TageBengtsson.152	Romn_Bjelvehammar-TageBengtsson.152.10					
Romn_Bjelvehammar-TageBengtsson.152	Romn_Bjelvehammar-TageBengtsson.152.9					
Romn_Bjelvehammar-TageBengtsson.173	Romn_Bjelvehammar-TageBengtsson.173.21					
Romn_Bjelvehammar-TageBengtsson.174	Romn_Bjelvehammar-TageBengtsson.174.14					
Romn_Bjelvehammar-TageBengtsson.178	Romn_Bjelvehammar-TageBengtsson.178.nt.19					
Romn_Bjelvehammar-TageBengtsson.190	Romn_Bjelvehammar-TageBengtsson.190.nt.3					
Romn_Bjelvehammar-TageBengtsson.201	Romn_Bjelvehammar-TageBengtsson.201.14					
Romn_Bjelvehammar-TageBengtsson.204	Romn_Bjelvehammar-TageBengtsson.204.7					
Romn_Bjelvehammar-TageBengtsson.211	Romn_Bjelvehammar-TageBengtsson.211.15					
Romn_Bjelvehammar-TageBengtsson.216	Romn_Bjelvehammar-TageBengtsson.216.1					
Romn_Bjelvehammar-TageBengtsson.217	Romn_Bjelvehammar-TageBengtsson.217.6					
Romn_Bjelvehammar-TageBengtsson.222	Romn_Bjelvehammar-TageBengtsson.222.7					
Romn_Bjelvehammar-TageBengtsson.224	Romn_Bjelvehammar-TageBengtsson.224.12					
Romn_Bjelvehammar-TageBengtsson.224	Romn_Bjelvehammar-TageBengtsson.224.11					
